FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
92,41129,Arenophryne rotunda,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Arenophryne,LC,false,true,false,9.502995718,0.343996633
93,78526171,Oreobates lehri,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,EN,false,true,false,1.72660872,0.111905035
94,55606,Charadrahyla pinorum,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2019,IUCN (International Union for Conservation of Nature)., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,VU,false,true,true,1.243651063,0.061538401
95,55606,Charadrahyla pinorum,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature)., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,VU,false,true,true,1.300499801,0.089137696
96,55298,Aparasphenodon brunoi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aparasphenodon,LC,false,true,true,31.97403963,21.53603169
97,57695,Austrochaperina mehelyi,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,LC,false,true,false,9.568364488,0.328417663
98,195408,Megophrys sangzhiensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,CR,false,true,true,0.11185291,0.000995566
99,57168,Leptodactylus stenodema,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,LC,false,true,true,113.59094,359.6890256
100,41162,Platyplectrum ornatum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Platyplectrum,LC,false,true,true,240.4633432,194.3410558
101,135881,Hyloxalus maculosus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,DD,false,true,false,0.28143528,0.006104077
102,54876,Rhinella festae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,LC,false,true,false,10.00314884,3.360841698
103,58066,Cacosternum boettgeri,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,LC,false,true,true,81.98011171,210.1085898
104,125200843,Anomaloglossus degranvillei,1,1,1,Louise Hobin,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,CR,false,true,true,0.100502955,0.00080377
105,78535878,Cophyla karenae,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN), , ,protectedplanet.org, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,CR,false,true,false,0.197495953,0.002485932
106,54707,Duttaphrynus melanostictus,1,3,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,LC,false,true,true,16.15881642,1.645259023
107,54707,Duttaphrynus melanostictus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,LC,false,true,true,653.8094315,600.8184863
108,58464,Platymantis luzonensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Platymantis,NT,false,true,false,3.331976213,0.156363569
109,58464,Platymantis luzonensis,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Platymantis,NT,false,true,false,1.750966692,0.053748058
110,58464,Platymantis luzonensis,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Platymantis,NT,false,true,false,0.578884235,0.013333072
111,58989,Zhangixalus duboisi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,DD,false,true,true,1.864584989,0.13794297
112,55459,Sarcohyla cyanomma,4,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature), , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,CR,false,true,true,0.108081106,0.000929554
113,59043,Scaphiopus hurterii,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", ,Here considered distinct from S. holbrooki., ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,SCAPHIOPODIDAE,Scaphiopus,LC,false,true,true,85.0733817,43.41869882
114,135750,Plethodontohyla guentheri,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Plethodontohyla,EN,false,true,false,2.413498655,0.112072137
115,54375,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , ,Name change from Arthroleptis to Tomopterna, ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Tomopterna,DD,false,true,false,0.100539368,0.000779605
116,54375,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , ,"Ohler and Fretey, 2008", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Tomopterna,DD,false,true,false,0.100539367,0.000779605
117,58425,Nanorana feae,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Nanorana,DD,false,true,true,6.247797257,0.37783691
118,158537,Physalaemus insperatus,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Cruz, Cassini and Caramaschi, 2008", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Physalaemus,DD,false,true,true,0.251195149,0.005021184
119,55482,Ecnomiohyla fimbrimembra,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Ecnomiohyla,VU,false,true,false,3.300838194,0.175518785
120,76317543,Cacosternum australis,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,LC,false,true,true,7.994896577,1.265686616
121,57047,Pristimantis viridis,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,EN,false,true,false,0.562101485,0.015860499
122,51061256,Oedipina nimaso,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,DD,false,true,false,0.10617091,0.000896986
123,54520,Atelopus limosus,1,1,1,Brian Gratwicke,2018,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,CR,false,true,true,1.885453739,0.115846159
124,57907,Oreophryne brachypus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Oreophryne,LC,false,true,false,12.24579005,1.071976061
125,58076,Natalobatrachus bonebergi,6,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Natalobatrachus,EN,false,true,true,0.485095147,0.018246636
126,58076,Natalobatrachus bonebergi,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Natalobatrachus,EN,false,true,true,7.789968713,0.502936851
127,58076,Natalobatrachus bonebergi,5,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Natalobatrachus,EN,false,true,true,0.619577667,0.028056199
128,18435537,Atelopus pastuso,4,1,1,Laurence Jarvis,2012,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,CR,false,true,true,2.956718267,0.297900918
129,58571,Ingerana charlesdarwini,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Ingerana,CR,false,true,false,0.347540948,0.004890033
130,57428,Boophis septentrionalis,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,LC,false,true,true,10.90856277,1.518990264
131,54348,Austrochaperina fryi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,LC,false,true,false,5.549529008,0.539517995
132,57391,Boophis ankaratra,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,LC,false,true,true,10.23095755,2.699222695
133,56527,Eleutherodactylus counouspeus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,EN,false,true,false,1.641970131,0.163002375
134,58854,Philautus hosii,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,LC,false,true,false,5.755957119,0.30733455
135,58854,Philautus hosii,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,LC,false,true,false,10.66281187,4.64438527
136,55152,Hyloxalus subpunctatus,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,LC,false,true,true,5.95060415,0.89962911
137,16470,Pedostibes tuberculosus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pedostibes,EN,false,true,true,2.645732215,0.135861094
138,76317570,Cophixalus tenuidactylus,1,1,1,Steve Best,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophixalus,NT,false,true,false,0.107733297,0.000923581
139,54354,Philoria loveridgei,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,EN,false,true,true,0.791814041,0.041397946
140,61831,Phrynopus pesantesi,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , ,"Lehr, Lundberg and Aguilar, 2005", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Phrynopus,DD,false,true,false,0.099837583,0.000793172
141,59416,Thorius magnipes,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Thorius,CR,false,true,false,0.360813719,0.003356372
142,56926,Pristimantis rozei,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for the Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,DD,false,true,false,0.142904426,0.000561207
143,57650,Megophrys palpebralespinosa,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,LC,false,true,true,17.32996442,7.152981469
144,57650,Megophrys palpebralespinosa,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Stuart, 2005", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,LC,false,true,true,0.270141568,0.005807202
145,19514,Rhinoderma rufum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHINODERMATIDAE,Rhinoderma,CR,false,true,true,10.19566339,2.373938035
146,89022323,Tepuihyla luteolabris,1,1,1,Grisel Velasquez,2019,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Tepuihyla,VU,false,true,true,0.625968607,0.007105669
147,114139495,Pelodytes atlanticus,1,1,1,Christophe Dufresnes,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,LC,false,true,true,18.61468017,4.670758528
148,136041,Rhacophorus gadingensis,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,LC,false,true,true,0.486710889,0.005741867
149,56365,Cycloramphus diringshofeni,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,DD,false,true,false,2.49973704,0.381488139
150,59175,Bolitoglossa lozanoi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,LC,false,true,true,9.208548806,3.000424301
151,57459,Mantidactylus ambreensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,LC,false,true,true,6.238240067,0.811917833
152,56520,Pristimantis condor,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,4.192844667,0.433678292
153,58550,Papurana attigua,1,1,1,Timothy Cutajar,2015,IUCN (International Union for the Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Papurana,LC,false,true,true,183.0160652,11.54484937
154,170622240,Bolitoglossa celaque,6,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,CR,false,true,false,0.056010845,0.000249635
155,170622240,Bolitoglossa celaque,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,CR,false,true,false,0.301611442,0.00660998
156,14663,Sooglossus thomasseti,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,SOOGLOSSIDAE,Sooglossus,CR,false,true,true,0.364162586,0.001781381
157,56048,Trachycephalus atlas,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Trachycephalus,LC,false,true,true,16.09051587,8.978150395
158,61851,Nanohyla marmorata,1,1,1,Timothy Cutajar,2016,IUCN (International Union for the Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Nanohyla,LC,false,true,true,56.48202422,3.022276329
159,194323,Bolitoglossa suchitanensis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,CR,false,true,false,0.117718529,0.000614373
