FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
7737,59343,Plethodon jordani,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Highton and Peabody, 2000", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,NT,false,true,false,2.372422655,0.193390238
7738,56605,Eleutherodactylus fowleri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.48264083,0.009268239
7739,58687,Lithobates omiltemanus,1,1,1,Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,EN,false,true,true,0.397629052,0.012581785
7740,58687,Lithobates omiltemanus,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,EN,false,true,true,1.175685996,0.030543647
7741,54860,Osornophryne talipes,1,1,1,Diego Cisneros-Heredia & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Osornophryne,VU,false,true,false,6.410099296,0.294488846
7742,54860,Osornophryne talipes,1,1,1,Diego Cisneros-Heredia,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Osornophryne,VU,false,true,false,1.223689907,0.007879284
7743,54799,Sclerophrys xeros,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Sclerophrys,LC,false,true,true,233.0917268,527.0074097
7744,58668,Chalcorana mocquardii,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Chalcorana,LC,false,true,true,73.21430629,14.61624618
7745,29488,Plethodon ainsworthi,5,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extinct,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,EX,false,true,true,0.028373598,6.40631E-05
7746,58534,Ptychadena wadei,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PTYCHADENIDAE,Ptychadena,DD,false,true,true,0.59233017,0.01588423
7747,173018,Nyctibatrachus dattatreyaensis,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International., , ,"Dinesh, Radhakrishnan and Bhatta, 2008", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,CR,false,true,true,0.316035616,0.007947985
7748,58959,Kurixalus naso,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Kurixalus,DD,false,true,true,6.624173966,1.086034609
7749,58826,Philautus cardamonus,1,1,1,Timothy Cutajar,2015,IUCN (International Union for the Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,EN,false,true,false,4.015113022,0.04690393
7750,58720,Pulchrana similis,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,5.269179885,0.873762863
7751,58720,Pulchrana similis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,15.69299153,1.115380359
7752,58720,Pulchrana similis,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,7.631412459,1.127633572
7753,79100669,Onychodactylus nipponoborealis,1,1,1,Janice Chanson,2020,IUCN (International Union for the Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Onychodactylus,LC,false,true,true,17.78001437,3.90403259
7754,58973,Zhangixalus arboreus,1,3,1,IUCN,2020,IUCN (International Union for Conservation of Nature)., , , , , , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,LC,false,true,true,0.636069488,0.012331665
7755,58973,Zhangixalus arboreus,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature)., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,LC,false,true,true,54.46134508,16.4997599
7756,41169,Metacrinia nichollsi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Metacrinia,LC,false,true,true,14.61687397,4.597660412
7757,61773,Bokermannohyla feioi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Napoli and Caramaschi, 2004", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Bokermannohyla,DD,false,true,true,0.100607954,0.00080546
7758,57814,Gastrophryne elegans,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Gastrophryne,LC,false,true,true,33.3929901,15.84383604
7759,54372,Arthroleptis hematogaster,1,1,1,IUCN,2013,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,DD,false,true,false,5.679042736,1.092198358
7760,88417138,Phrynobatrachus petropedetoides,1,1,1,Jennifer Luedtke,2016,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,DD,false,true,true,6.569217444,0.49099927
7761,55056,Leucostethus brachistriatus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Leucostethus,LC,false,true,true,7.171049198,0.239740449
7762,58711,Odorrana schmackeri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Odorrana,LC,false,true,true,58.34484293,129.9809478
7763,78901981,Ansonia vidua,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,CR,false,true,true,0.100463286,0.000803135
7764,57472,Gephyromantis cornutus,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,VU,false,true,true,5.01534011,0.249517108
7765,56791,Pristimantis nigrogriseus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,VU,false,true,true,9.908023467,0.780826067
7766,59074,Amphiuma means,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMPHIUMIDAE,Amphiuma,LC,false,true,true,117.4588233,46.87439056
7767,41086,Litoria cyclorhyncha,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,15.43314222,7.886400578
7768,48964586,Blommersia variabilis,1,1,1,Lucy Coals,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Blommersia,LC,false,true,true,1.502467878,0.113293249
7769,56762,Pristimantis merostictus,1,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,VU,false,true,false,3.098965046,0.326069207
7770,194325,Bolitoglossa xibalba,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,EN,false,true,false,2.690498078,0.074189178
7771,54583,Anaxyrus baxteri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,USFWS 2002, , ,Mortenson Lake National Wildlife Refuge,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,EW,false,true,true,0.377360884,0.011331643
7772,58691,Papurana papua,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Papurana,LC,false,true,true,29.14629781,0.900736074
7773,58691,Papurana papua,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Papurana,LC,false,true,true,92.19665589,21.22652586
7774,58691,Papurana papua,6,1,1,IUCN & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Papurana,LC,false,true,true,0.916951564,0.066907053
7775,58152,Phrynobatrachus sandersoni,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,LC,false,true,true,13.09452608,5.291183893
7776,55776,Nyctimystes montanus,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Nyctimystes,DD,false,true,true,0.503142061,0.020144679
7777,54601,Incilius campbelli,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,LC,false,true,true,1.273697521,0.04970486
7778,54601,Incilius campbelli,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,LC,false,true,true,1.873890177,0.056838201
7779,54601,Incilius campbelli,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,LC,false,true,true,1.284538491,0.067921924
7780,54601,Incilius campbelli,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,LC,false,true,true,2.251542313,0.232454653
7781,58771,Strongylopus rhodesianus,1,1,1,Alex Rebelo,2015,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Strongylopus,VU,false,true,true,8.549265689,2.429463697
7782,56338,Ceratophrys cranwelli,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOPHRYIDAE,Ceratophrys,LC,false,true,true,47.63967221,77.42048958
7783,136138,Amolops mengyangensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,LC,false,true,true,5.076030419,0.522395301
7784,181134648,Tylototriton phukhaensis,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,DD,false,true,true,3.370720744,0.027703183
7785,181134648,Tylototriton phukhaensis,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,DD,false,true,true,0.456266488,0.003572201
7786,59614,Ichthyophis bombayensis,1,1,1,Ariadne Angulo,2009,IUCN (International Union for Conservation of Nature) and Conservation International., , ,"Gower, Dharne, Bhatta, Giri, Vyas, Govindappa, Oomen, George, Shouche and Wilkinson, 2007", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,LC,false,true,true,27.96861318,8.560508738
7787,136089,Rana holtzi,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,CR,false,true,true,0.446336802,0.008703935
7788,58820,Philautus aurifasciatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,LC,false,true,false,59.07270657,13.40138532
7789,58193,Amnirana amnicola,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amnirana,LC,false,true,true,1.0693348,0.083153626
7790,58193,Amnirana amnicola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amnirana,LC,false,true,true,30.41803363,29.60607877
7791,197090,Aromobates tokuko,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for the Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,VU,false,true,true,0.527580524,0.003035586
7792,57583,Megophrys stejnegeri,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,LC,false,true,true,19.83402411,1.233315451
7793,57663,Choerophryne fafniri,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Choerophryne,LC,false,true,false,0.285033604,0.00323252
7794,57663,Choerophryne fafniri,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Choerophryne,LC,false,true,false,0.100220468,0.000799258
7795,59079,Dicamptodon copei,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Dicamptodon,LC,false,true,true,24.67794017,3.061059151
7796,54875,Rhinella acrolopha,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,EN,false,true,false,1.158107518,0.073858419
7797,61756,Rhinella pombali,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Baldiserra, Caramaschi and Haddad, 2004", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,LC,false,true,true,21.83696174,14.36993848
7798,136158,Cornufer latro,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Cornufer,LC,false,true,false,4.419722037,0.161414654
7799,54637,Rhinella fernandezae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,LC,false,true,true,77.63820347,52.58990393
7800,56524,Strabomantis cornutus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Strabomantis,VU,false,true,true,14.12702178,1.358235524
7801,56575,Niceforonia elassodiscus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Niceforonia,NT,false,true,false,10.6572993,0.768280098
7802,57577,Leptobrachella ventripunctata,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,DD,false,true,true,0.557794886,0.02436803
